TV,Radio,Social Media,Influencer,Ventas reales,Ventas predichas
11.0,6.244162288,0.759346585,3,42.1961076,39.06003851363087
42.0,7.277728631,0.277136782,3,146.9372915,149.48646553233158
32.0,3.117856352,1.381985223,3,113.4593656,113.85457572330378
31.0,11.05497474,0.739569127,2,114.7531983,110.27117824742403
53.0,21.22223249,3.97683231,2,186.6132475,188.59048071297653
78.0,36.40241947,5.322761087,3,277.7072998,277.64406350331114
45.0,12.22453623,6.078835059,1,159.171002,160.04517613551397
69.0,27.08276724,3.996892883,4,243.8078034,245.63281822732878
77.0,36.05245844,5.137853745,4,277.621554,274.1111609619223
29.0,12.86904427,5.144390057,3,100.2770539,103.11846636356515
30.0,15.5239034,2.819391995,3,104.0397523,106.70841221524003
12.0,2.914654396,2.95186781,3,52.19893328,42.595899783041396
99.0,32.49040456,8.220533067,2,347.693601,352.38394325205894
74.0,30.96750738,13.08395694,4,266.757198,263.32823202265826
30.0,11.26567713,0.144117014,4,102.4712089,106.7698204686589
75.0,24.90444884,2.148412803,1,269.5301133,266.94843543047233
94.0,30.97274726,3.950369298,3,336.6023006,334.6544197436741
99.0,34.85208783,4.438102223,2,351.0736614,352.4301587668536
82.0,32.44415878,5.42544944,1,291.1947002,291.8387513821822
79.0,18.80024331,3.090105563,3,280.469538,281.2399846307725
48.0,14.59080695,0.457234705,4,175.001346,170.88005555464832
62.0,24.17106528,6.347881927,1,217.3646467,220.5909664134918
34.0,4.444784543,1.415729265,2,121.0460117,120.95097592508799
75.0,19.12302371,1.254935551,4,266.5079866,267.04148838075287
43.0,13.70486746,2.218968013,1,151.2688729,152.9687426397616
95.0,25.72170247,3.653918832,2,338.7265651,338.19527915434423
39.0,21.55430149,3.285517042,2,145.7086026,138.73150775646562
25.0,5.573783213,0.880543705,1,85.23426956,88.87295048649943
11.0,7.68827301,3.023129063,1,33.69268793,38.978102512484774
44.0,15.66926662,1.086781261,1,153.1171757,156.5440950637076
88.0,31.53306437,4.70058828,2,312.5797894,313.24648954135165
17.0,10.65327885,1.82859956,3,61.88191017,60.41695486901472
38.0,12.60091687,2.97134281,4,140.1370074,135.22987418500196
43.0,22.95583839,3.316618583,2,153.5383231,152.97847225785506
15.0,3.61889035,0.424484925,2,57.13208846,53.28633544223283
